the_geom,sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,bin_num_trip,mar_ind,sysorder,may_ind,dateStr,dateTxt,display,sysname_alt,yroverchange,yroverchange_bin,trip_type
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,5,,,1,10,1,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,2
POINT (-72.673371 40.909849),3,,,40.909849,-72.673371,"CitiBike (New York, NY)",2019,42,,,1,1,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-82.9987942 39.9611755),58,96001.4833333333,3944,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,5,0.000966758603514,1,1,8,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.308560053085601,2,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,8,,,0,13,1,07/31/22 through 08/27/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,7,,,0,13,1,06/27/21 through 07/31/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-71.0588801 42.3600825),1,1282439.2000000007,46870,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,51,,,1,5,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-87.6297982 41.8781136),60,601456.3500000008,55820,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,11,0.429741631509254,4,1,4,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",0.087430842359542,1,2
POINT (-118.2436849 34.0522342),73,1742,63,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,4,0.000530240544044,1,1,9,1,03/28/21 through 05/01/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.689655172413793,-3,2
POINT (-77.0368707 38.9071923),56,6787713.316666659,394643,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,4,0.108207105465481,4,0,3,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,3,,,1,14,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,2,,,1,5,1,02/03/19 through 03/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,51,,,1,1,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"New York, NY (CitiBike)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2019,52,,,0,12,0,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-82.9987942 39.9611755),58,97218.86666666668,2530,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,4,0.002009983181287,1,1,8,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.335085413929041,-2,1
POINT (-93.2650108 44.977753),25,85505.18333333335,5522,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,7,0.055951850200624,3,1,10,1,06/26/22 through 07/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.357234314980794,-2,9999
POINT (-77.0368707 38.9071923),56,464470.41666666686,38077,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,12,0.293017206882753,4,0,3,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",3.747163695299838,4,2
POINT (-74.039894 40.724851),9999,320134.5000000001,32474,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,51,,,1,6,0,05/05/19 through 06/01/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,1
POINT (-71.0588801 42.3600825),1,2600430.2500000144,154339,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,11,0.063737071519867,3,1,5,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",-0.098329146462581,-1,1
POINT (-122.410143 37.773833),42,1537136.1999999997,99910,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,9,0.459151550802631,4,1,2,1,08/29/21 through 10/02/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",0.324082909245123,2,2
POINT (-75.1652215 39.9525839),43,680400,39302,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,31,,,0,7,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-77.0368707 38.9071923),56,101158.78333333347,6791,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,4,0.075370972575221,3,0,3,1,03/27/22 through 04/30/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.506288622319157,-3,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,2,,,0,11,1,01/30/22 through 02/26/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-82.9987942 39.9611755),58,31260.249999999985,1753,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,11,0.0005583512045,1,1,8,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.002844141069397,-1,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,8,,,1,1,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,11,,,1,8,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,12,,,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,8,,,0,11,1,08/04/19 through 08/31/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,9,,,0,7,1,09/01/19 through 10/05/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-87.6297982 41.8781136),60,4283467.033333333,175688,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,51,,,1,4,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,8,,,0,11,1,08/01/21 through 08/28/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,32,,,1,5,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-85.3096801 35.0456297),54,171550.81,5270,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,31,,,0,13,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-93.2650108 44.977753),25,43859.50000000003,2947,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,5,0.039722334546435,2,1,10,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.293454807000719,-2,9999
POINT (-82.9987942 39.9611755),58,32656.466666666674,1743,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,3,0.000640007872501,1,1,8,1,02/26/23 through 03/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.024089306698002,1,1
POINT (-74.039894 40.724851),9999,207768.35,16978,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,3,0.01006418004319,1,1,6,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",-0.233706445206716,-1,1
POINT (-118.2436849 34.0522342),73,980009,45206,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,8,0.008301545572007,1,1,9,1,07/30/23 through 08/26/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",0.56834582292534,3,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,10,,,0,11,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-122.410143 37.773833),42,1122149.566666666,82212,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,4,0.433928005911538,4,1,2,1,03/26/23 through 04/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.074876780771049,-1,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,10,,,0,13,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,9,,,1,5,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,9,,,0,7,1,08/28/22 through 10/01/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-82.9987942 39.9611755),58,13301.349999999999,768,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,10,0.003898655268515,1,1,8,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.177914110429448,1,2
POINT (-71.0588801 42.3600825),1,6764120.91666664,357551,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,9,0.079455760120942,3,1,5,1,08/30/20 through 10/03/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",-0.13805331494776,-1,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,7,,,1,6,1,06/25/23 through 07/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-122.410143 37.773833),42,733804.6666666664,46080,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,6,0.431246665980366,4,1,2,1,05/30/21 through 06/26/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.376505290504154,-2,9999
POINT (-82.9987942 39.9611755),58,8868.766666666665,517,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,4,0.002728808191703,1,1,8,1,03/26/23 through 04/29/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.081589958158996,1,2
POINT (-118.2436849 34.0522342),73,16,2,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,10,0.000011628042187,1,1,9,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.941176470588235,-4,2
POINT (-122.410143 37.773833),42,1002036.1666666674,74216,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,3,0.942916311984652,4,1,2,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,-4,2
POINT (-87.6297982 41.8781136),60,300880.14999999956,30500,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,1,0.349209983970689,4,1,4,1,12/28/22 through 01/28/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",1.120411568409344,4,2
POINT (-87.6297982 41.8781136),60,261778.53333333338,25864,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,2,0.288326050120396,4,1,4,1,01/29/23 through 02/25/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",1.03525338369531,4,2
POINT (-71.0588801 42.3600825),1,5008118.049999992,253359,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,8,0.075011480034806,3,1,5,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",-0.156546808574387,-1,1
POINT (-85.3096801 35.0456297),54,276611,8250,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,8,0.002442560596968,1,0,13,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",0.14854517611026,1,1
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,32,,,1,4,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,9999
POINT (-85.3096801 35.0456297),54,206234,6607,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,10,0.001562231406502,1,0,13,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",-0.176287245979304,-1,1
POINT (-82.9987942 39.9611755),58,19822.666666666668,1066,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,9,0.004898964599696,1,1,8,1,08/29/21 through 10/02/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.529411764705882,3,2
POINT (-77.0368707 38.9071923),56,191838.71666666656,12283,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,5,0.076325110296402,3,0,3,1,05/01/22 through 05/28/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.300233578305703,-2,2
POINT (-82.9987942 39.9611755),58,88253.93333333325,4405,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,9,0.000893042499497,1,1,8,1,09/01/19 through 10/05/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,31,,,1,6,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,9999
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,5,,,1,5,1,04/30/23 through 05/27/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,1,,,0,7,1,12/30/20 through 01/30/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,211651.8000000001,8791,40.4454577489795,-79.9849659685496,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,5,0.001907779861605,1,0,11,1,04/30/23 through 05/27/23,2023 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",1.320137239377144,4,1
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,10,,,0,7,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,10,,,1,5,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-122.410143 37.773833),42,3261620.4666666617,213202,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,4,0.06215674898763,3,1,2,1,03/28/21 through 05/01/21,2021 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",1.139465339381046,4,1
POINT (-82.9987942 39.9611755),58,14214.83333333334,717,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,12,0.000455177115955,1,1,8,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.221498371335505,-1,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,52,,,1,5,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-122.6764816 45.5230622),74,131985.05,6883,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,41,,,1,14,1,03/31/19 through 05/04/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,9999
POINT (-87.6297982 41.8781136),60,1201452.5666666601,105217,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,1,0.058234442099577,3,1,4,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,10,,,1,6,1,12/29/21 through 01/29/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.2703327863944,-97.7492916839957,"MetroBike Austin (Austin, TX)",2022,6,,,0,12,1,05/29/22 through 06/25/22,2022 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
